REST_KEY,Rest Coop,Reporting Day,Daypart Name,Daypart Description,Daypart Sales $,Daypart Transaction Qty
1364,SEA/TCA WA CP-0024,1/31/11,Lunch,11AM -  2PM,777.23,160
1364,SEA/TCA WA CP-0024,1/31/11,Morning,Open - 11AM,923.07,208
1364,SEA/TCA WA CP-0024,1/31/11,Regular Menu,10:30AM (11AM weekend) - Close,2803.15,536
1364,SEA/TCA WA CP-0024,1/31/11,Total Day,All hours,3652.23,733
5357,SEA/TCA WA CP-0024,1/2/10,After 4PM,4PM - Close,855.37,143
5357,SEA/TCA WA CP-0024,1/2/10,Afternoon,2PM - 4PM,390.31,80
5357,SEA/TCA WA CP-0024,1/2/10,Breakfast,Open - 10:30AM (11AM weekend),800.69,159
5357,SEA/TCA WA CP-0024,1/2/10,Dinner,4PM - 9PM,713.09,119
5357,SEA/TCA WA CP-0024,1/2/10,Evening,9PM - Close,142.28,24
5357,SEA/TCA WA CP-0024,1/2/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/2/10,Lunch,11AM -  2PM,807.5,140
5357,SEA/TCA WA CP-0024,1/2/10,Morning,Open - 11AM,800.69,159
5357,SEA/TCA WA CP-0024,1/2/10,Regular Menu,10:30AM (11AM weekend) - Close,2053.18,363
5357,SEA/TCA WA CP-0024,1/2/10,Total Day,All hours,2853.87,522
5357,SEA/TCA WA CP-0024,1/3/10,After 4PM,4PM - Close,934.06,150
5357,SEA/TCA WA CP-0024,1/3/10,Afternoon,2PM - 4PM,513.63,77
5357,SEA/TCA WA CP-0024,1/3/10,Breakfast,Open - 10:30AM (11AM weekend),776.73,133
5357,SEA/TCA WA CP-0024,1/3/10,Dinner,4PM - 9PM,757.4,115
5357,SEA/TCA WA CP-0024,1/3/10,Evening,9PM - Close,176.66,35
5357,SEA/TCA WA CP-0024,1/3/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/3/10,Lunch,11AM -  2PM,742.77,121
5357,SEA/TCA WA CP-0024,1/3/10,Morning,Open - 11AM,776.73,133
5357,SEA/TCA WA CP-0024,1/3/10,Regular Menu,10:30AM (11AM weekend) - Close,2190.46,348
5357,SEA/TCA WA CP-0024,1/3/10,Total Day,All hours,2967.19,481
5357,SEA/TCA WA CP-0024,1/4/10,After 4PM,4PM - Close,949.95,171
5357,SEA/TCA WA CP-0024,1/4/10,Afternoon,2PM - 4PM,565.79,117
5357,SEA/TCA WA CP-0024,1/4/10,Breakfast,Open - 10:30AM (11AM weekend),1286.72,298
5357,SEA/TCA WA CP-0024,1/4/10,Dinner,4PM - 9PM,794.12,144
5357,SEA/TCA WA CP-0024,1/4/10,Evening,9PM - Close,155.83,27
5357,SEA/TCA WA CP-0024,1/4/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/4/10,Lunch,11AM -  2PM,1598.66,287
5357,SEA/TCA WA CP-0024,1/4/10,Morning,Open - 11AM,1434.79,333
5357,SEA/TCA WA CP-0024,1/4/10,Regular Menu,10:30AM (11AM weekend) - Close,3262.47,610
5357,SEA/TCA WA CP-0024,1/4/10,Total Day,All hours,4549.19,908
5357,SEA/TCA WA CP-0024,1/5/10,After 4PM,4PM - Close,896.41,168
5357,SEA/TCA WA CP-0024,1/5/10,Afternoon,2PM - 4PM,573.36,96
5357,SEA/TCA WA CP-0024,1/5/10,Breakfast,Open - 10:30AM (11AM weekend),1206.24,282
5357,SEA/TCA WA CP-0024,1/5/10,Dinner,4PM - 9PM,773.45,142
5357,SEA/TCA WA CP-0024,1/5/10,Evening,9PM - Close,122.96,26
5357,SEA/TCA WA CP-0024,1/5/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/5/10,Lunch,11AM -  2PM,1870.5,323
5357,SEA/TCA WA CP-0024,1/5/10,Morning,Open - 11AM,1446.02,326
5357,SEA/TCA WA CP-0024,1/5/10,Regular Menu,10:30AM (11AM weekend) - Close,3580.05,631
5357,SEA/TCA WA CP-0024,1/5/10,Total Day,All hours,4786.29,913
5357,SEA/TCA WA CP-0024,1/6/10,After 4PM,4PM - Close,1065.25,183
5357,SEA/TCA WA CP-0024,1/6/10,Afternoon,2PM - 4PM,534.06,109
5357,SEA/TCA WA CP-0024,1/6/10,Breakfast,Open - 10:30AM (11AM weekend),1212.39,282
5357,SEA/TCA WA CP-0024,1/6/10,Dinner,4PM - 9PM,891.83,155
5357,SEA/TCA WA CP-0024,1/6/10,Evening,9PM - Close,173.42,28
5357,SEA/TCA WA CP-0024,1/6/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/6/10,Lunch,11AM -  2PM,1657.67,302
5357,SEA/TCA WA CP-0024,1/6/10,Morning,Open - 11AM,1310.49,305
5357,SEA/TCA WA CP-0024,1/6/10,Regular Menu,10:30AM (11AM weekend) - Close,3355.08,617
5357,SEA/TCA WA CP-0024,1/6/10,Total Day,All hours,4567.47,899
5357,SEA/TCA WA CP-0024,1/7/10,After 4PM,4PM - Close,1159.35,194
5357,SEA/TCA WA CP-0024,1/7/10,Afternoon,2PM - 4PM,440.37,91
5357,SEA/TCA WA CP-0024,1/7/10,Breakfast,Open - 10:30AM (11AM weekend),1424.6,303
5357,SEA/TCA WA CP-0024,1/7/10,Dinner,4PM - 9PM,989.92,157
5357,SEA/TCA WA CP-0024,1/7/10,Evening,9PM - Close,169.43,37
5357,SEA/TCA WA CP-0024,1/7/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/7/10,Lunch,11AM -  2PM,1794.87,323
5357,SEA/TCA WA CP-0024,1/7/10,Morning,Open - 11AM,1578.71,335
5357,SEA/TCA WA CP-0024,1/7/10,Regular Menu,10:30AM (11AM weekend) - Close,3548.7,640
5357,SEA/TCA WA CP-0024,1/7/10,Total Day,All hours,4973.3,943
5357,SEA/TCA WA CP-0024,1/8/10,After 4PM,4PM - Close,1172.11,185
5357,SEA/TCA WA CP-0024,1/8/10,Afternoon,2PM - 4PM,484.75,98
5357,SEA/TCA WA CP-0024,1/8/10,Breakfast,Open - 10:30AM (11AM weekend),1587.58,332
5357,SEA/TCA WA CP-0024,1/8/10,Dinner,4PM - 9PM,871.25,139
5357,SEA/TCA WA CP-0024,1/8/10,Evening,9PM - Close,300.86,46
5357,SEA/TCA WA CP-0024,1/8/10,Late Night,11PM - 5AM,8.77,1
5357,SEA/TCA WA CP-0024,1/8/10,Lunch,11AM -  2PM,1872.27,333
5357,SEA/TCA WA CP-0024,1/8/10,Morning,Open - 11AM,1685.37,352
5357,SEA/TCA WA CP-0024,1/8/10,Regular Menu,10:30AM (11AM weekend) - Close,3626.92,636
5357,SEA/TCA WA CP-0024,1/8/10,Total Day,All hours,5214.5,968
5357,SEA/TCA WA CP-0024,1/9/10,After 4PM,4PM - Close,784.23,130
5357,SEA/TCA WA CP-0024,1/9/10,Afternoon,2PM - 4PM,505.2,76
5357,SEA/TCA WA CP-0024,1/9/10,Breakfast,Open - 10:30AM (11AM weekend),1100.06,219
5357,SEA/TCA WA CP-0024,1/9/10,Dinner,4PM - 9PM,632.63,101
5357,SEA/TCA WA CP-0024,1/9/10,Evening,9PM - Close,151.6,29
5357,SEA/TCA WA CP-0024,1/9/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/9/10,Lunch,11AM -  2PM,913.39,160
5357,SEA/TCA WA CP-0024,1/9/10,Morning,Open - 11AM,1100.06,219
5357,SEA/TCA WA CP-0024,1/9/10,Regular Menu,10:30AM (11AM weekend) - Close,2202.82,366
5357,SEA/TCA WA CP-0024,1/9/10,Total Day,All hours,3302.88,585
5357,SEA/TCA WA CP-0024,1/10/10,After 4PM,4PM - Close,895.31,135
5357,SEA/TCA WA CP-0024,1/10/10,Afternoon,2PM - 4PM,412.07,69
5357,SEA/TCA WA CP-0024,1/10/10,Breakfast,Open - 10:30AM (11AM weekend),643.37,114
5357,SEA/TCA WA CP-0024,1/10/10,Dinner,4PM - 9PM,784.03,115
5357,SEA/TCA WA CP-0024,1/10/10,Evening,9PM - Close,111.28,20
5357,SEA/TCA WA CP-0024,1/10/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/10/10,Lunch,11AM -  2PM,612.89,108
5357,SEA/TCA WA CP-0024,1/10/10,Morning,Open - 11AM,643.37,114
5357,SEA/TCA WA CP-0024,1/10/10,Regular Menu,10:30AM (11AM weekend) - Close,1920.27,312
5357,SEA/TCA WA CP-0024,1/10/10,Total Day,All hours,2563.64,426
5357,SEA/TCA WA CP-0024,1/11/10,After 4PM,4PM - Close,1045.65,204
5357,SEA/TCA WA CP-0024,1/11/10,Afternoon,2PM - 4PM,503.2,97
5357,SEA/TCA WA CP-0024,1/11/10,Breakfast,Open - 10:30AM (11AM weekend),1077.75,259
5357,SEA/TCA WA CP-0024,1/11/10,Dinner,4PM - 9PM,929.49,177
5357,SEA/TCA WA CP-0024,1/11/10,Evening,9PM - Close,116.16,27
5357,SEA/TCA WA CP-0024,1/11/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/11/10,Lunch,11AM -  2PM,1661.32,317
5357,SEA/TCA WA CP-0024,1/11/10,Morning,Open - 11AM,1223.89,289
5357,SEA/TCA WA CP-0024,1/11/10,Regular Menu,10:30AM (11AM weekend) - Close,3356.31,648
5357,SEA/TCA WA CP-0024,1/11/10,Total Day,All hours,4434.06,907
5357,SEA/TCA WA CP-0024,1/12/10,After 4PM,4PM - Close,1038.36,191
5357,SEA/TCA WA CP-0024,1/12/10,Afternoon,2PM - 4PM,579.27,107
5357,SEA/TCA WA CP-0024,1/12/10,Breakfast,Open - 10:30AM (11AM weekend),1139.87,283
5357,SEA/TCA WA CP-0024,1/12/10,Dinner,4PM - 9PM,892.31,165
5357,SEA/TCA WA CP-0024,1/12/10,Evening,9PM - Close,146.05,26
5357,SEA/TCA WA CP-0024,1/12/10,Late Night,11PM - 5AM,22.6,6
5357,SEA/TCA WA CP-0024,1/12/10,Lunch,11AM -  2PM,1573.39,300
5357,SEA/TCA WA CP-0024,1/12/10,Morning,Open - 11AM,1260.11,311
5357,SEA/TCA WA CP-0024,1/12/10,Regular Menu,10:30AM (11AM weekend) - Close,3311.26,626
5357,SEA/TCA WA CP-0024,1/12/10,Total Day,All hours,4451.13,909
5357,SEA/TCA WA CP-0024,1/13/10,After 4PM,4PM - Close,1091.72,186
5357,SEA/TCA WA CP-0024,1/13/10,Afternoon,2PM - 4PM,540.26,104
5357,SEA/TCA WA CP-0024,1/13/10,Breakfast,Open - 10:30AM (11AM weekend),1304.43,283
5357,SEA/TCA WA CP-0024,1/13/10,Dinner,4PM - 9PM,962.13,160
5357,SEA/TCA WA CP-0024,1/13/10,Evening,9PM - Close,129.59,26
5357,SEA/TCA WA CP-0024,1/13/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/13/10,Lunch,11AM -  2PM,1739.66,322
5357,SEA/TCA WA CP-0024,1/13/10,Morning,Open - 11AM,1497.45,316
5357,SEA/TCA WA CP-0024,1/13/10,Regular Menu,10:30AM (11AM weekend) - Close,3564.66,645
5357,SEA/TCA WA CP-0024,1/13/10,Total Day,All hours,4869.09,928
5357,SEA/TCA WA CP-0024,1/14/10,After 4PM,4PM - Close,951.47,167
5357,SEA/TCA WA CP-0024,1/14/10,Afternoon,2PM - 4PM,538.39,102
5357,SEA/TCA WA CP-0024,1/14/10,Breakfast,Open - 10:30AM (11AM weekend),1442.04,333
5357,SEA/TCA WA CP-0024,1/14/10,Dinner,4PM - 9PM,731.05,133
5357,SEA/TCA WA CP-0024,1/14/10,Evening,9PM - Close,220.42,34
5357,SEA/TCA WA CP-0024,1/14/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/14/10,Lunch,11AM -  2PM,1803.15,330
5357,SEA/TCA WA CP-0024,1/14/10,Morning,Open - 11AM,1549.42,356
5357,SEA/TCA WA CP-0024,1/14/10,Regular Menu,10:30AM (11AM weekend) - Close,3400.39,622
5357,SEA/TCA WA CP-0024,1/14/10,Total Day,All hours,4842.43,955
5357,SEA/TCA WA CP-0024,1/15/10,After 4PM,4PM - Close,1139.22,199
5357,SEA/TCA WA CP-0024,1/15/10,Afternoon,2PM - 4PM,532.01,113
5357,SEA/TCA WA CP-0024,1/15/10,Breakfast,Open - 10:30AM (11AM weekend),1431.65,311
5357,SEA/TCA WA CP-0024,1/15/10,Dinner,4PM - 9PM,936.72,162
5357,SEA/TCA WA CP-0024,1/15/10,Evening,9PM - Close,202.5,37
5357,SEA/TCA WA CP-0024,1/15/10,Late Night,11PM - 5AM,8.67,2
5357,SEA/TCA WA CP-0024,1/15/10,Lunch,11AM -  2PM,1786.04,319
5357,SEA/TCA WA CP-0024,1/15/10,Morning,Open - 11AM,1572.91,337
5357,SEA/TCA WA CP-0024,1/15/10,Regular Menu,10:30AM (11AM weekend) - Close,3598.53,657
5357,SEA/TCA WA CP-0024,1/15/10,Total Day,All hours,5030.18,968
5357,SEA/TCA WA CP-0024,1/16/10,After 4PM,4PM - Close,790.64,141
5357,SEA/TCA WA CP-0024,1/16/10,Afternoon,2PM - 4PM,514.55,70
5357,SEA/TCA WA CP-0024,1/16/10,Breakfast,Open - 10:30AM (11AM weekend),1304,231
5357,SEA/TCA WA CP-0024,1/16/10,Dinner,4PM - 9PM,646.59,115
5357,SEA/TCA WA CP-0024,1/16/10,Evening,9PM - Close,144.05,26
5357,SEA/TCA WA CP-0024,1/16/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/16/10,Lunch,11AM -  2PM,952.59,149
5357,SEA/TCA WA CP-0024,1/16/10,Morning,Open - 11AM,1304,231
5357,SEA/TCA WA CP-0024,1/16/10,Regular Menu,10:30AM (11AM weekend) - Close,2257.78,360
5357,SEA/TCA WA CP-0024,1/16/10,Total Day,All hours,3561.78,591
5357,SEA/TCA WA CP-0024,1/17/10,After 4PM,4PM - Close,708.18,124
5357,SEA/TCA WA CP-0024,1/17/10,Afternoon,2PM - 4PM,517.74,75
5357,SEA/TCA WA CP-0024,1/17/10,Breakfast,Open - 10:30AM (11AM weekend),750.64,115
5357,SEA/TCA WA CP-0024,1/17/10,Dinner,4PM - 9PM,601.08,96
5357,SEA/TCA WA CP-0024,1/17/10,Evening,9PM - Close,107.1,28
5357,SEA/TCA WA CP-0024,1/17/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/17/10,Lunch,11AM -  2PM,728.15,102
5357,SEA/TCA WA CP-0024,1/17/10,Morning,Open - 11AM,750.64,115
5357,SEA/TCA WA CP-0024,1/17/10,Regular Menu,10:30AM (11AM weekend) - Close,1954.07,301
5357,SEA/TCA WA CP-0024,1/17/10,Total Day,All hours,2704.71,416
5357,SEA/TCA WA CP-0024,1/18/10,After 4PM,4PM - Close,823.75,154
5357,SEA/TCA WA CP-0024,1/18/10,Afternoon,2PM - 4PM,426.31,79
5357,SEA/TCA WA CP-0024,1/18/10,Breakfast,Open - 10:30AM (11AM weekend),1010.82,239
5357,SEA/TCA WA CP-0024,1/18/10,Dinner,4PM - 9PM,744.85,135
5357,SEA/TCA WA CP-0024,1/18/10,Evening,9PM - Close,78.9,19
5357,SEA/TCA WA CP-0024,1/18/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/18/10,Lunch,11AM -  2PM,1680.35,290
5357,SEA/TCA WA CP-0024,1/18/10,Morning,Open - 11AM,1129.3,261
5357,SEA/TCA WA CP-0024,1/18/10,Regular Menu,10:30AM (11AM weekend) - Close,3048.89,545
5357,SEA/TCA WA CP-0024,1/18/10,Total Day,All hours,4059.71,784
5357,SEA/TCA WA CP-0024,1/19/10,After 4PM,4PM - Close,966.19,179
5357,SEA/TCA WA CP-0024,1/19/10,Afternoon,2PM - 4PM,519.07,100
5357,SEA/TCA WA CP-0024,1/19/10,Breakfast,Open - 10:30AM (11AM weekend),1230.74,302
5357,SEA/TCA WA CP-0024,1/19/10,Dinner,4PM - 9PM,788.4,152
5357,SEA/TCA WA CP-0024,1/19/10,Evening,9PM - Close,177.79,27
5357,SEA/TCA WA CP-0024,1/19/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/19/10,Lunch,11AM -  2PM,1859.2,320
5357,SEA/TCA WA CP-0024,1/19/10,Morning,Open - 11AM,1366.6,333
5357,SEA/TCA WA CP-0024,1/19/10,Regular Menu,10:30AM (11AM weekend) - Close,3480.32,630
5357,SEA/TCA WA CP-0024,1/19/10,Total Day,All hours,4711.06,932
5357,SEA/TCA WA CP-0024,1/20/10,After 4PM,4PM - Close,1079.69,198
5357,SEA/TCA WA CP-0024,1/20/10,Afternoon,2PM - 4PM,588.33,117
5357,SEA/TCA WA CP-0024,1/20/10,Breakfast,Open - 10:30AM (11AM weekend),1329.66,315
5357,SEA/TCA WA CP-0024,1/20/10,Dinner,4PM - 9PM,875.82,167
5357,SEA/TCA WA CP-0024,1/20/10,Evening,9PM - Close,203.87,31
5357,SEA/TCA WA CP-0024,1/20/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/20/10,Lunch,11AM -  2PM,1951.1,343
5357,SEA/TCA WA CP-0024,1/20/10,Morning,Open - 11AM,1484.39,349
5357,SEA/TCA WA CP-0024,1/20/10,Regular Menu,10:30AM (11AM weekend) - Close,3773.85,692
5357,SEA/TCA WA CP-0024,1/20/10,Total Day,All hours,5103.51,1007
5357,SEA/TCA WA CP-0024,1/21/10,After 4PM,4PM - Close,991.88,201
5357,SEA/TCA WA CP-0024,1/21/10,Afternoon,2PM - 4PM,514.83,110
5357,SEA/TCA WA CP-0024,1/21/10,Breakfast,Open - 10:30AM (11AM weekend),1424.92,325
5357,SEA/TCA WA CP-0024,1/21/10,Dinner,4PM - 9PM,863.93,169
5357,SEA/TCA WA CP-0024,1/21/10,Evening,9PM - Close,127.95,32
5357,SEA/TCA WA CP-0024,1/21/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/21/10,Lunch,11AM -  2PM,1917.26,363
5357,SEA/TCA WA CP-0024,1/21/10,Morning,Open - 11AM,1610.03,364
5357,SEA/TCA WA CP-0024,1/21/10,Regular Menu,10:30AM (11AM weekend) - Close,3609.08,713
5357,SEA/TCA WA CP-0024,1/21/10,Total Day,All hours,5034,1038
5357,SEA/TCA WA CP-0024,1/22/10,After 4PM,4PM - Close,1206.06,212
5357,SEA/TCA WA CP-0024,1/22/10,Afternoon,2PM - 4PM,549.65,115
5357,SEA/TCA WA CP-0024,1/22/10,Breakfast,Open - 10:30AM (11AM weekend),1410.88,328
5357,SEA/TCA WA CP-0024,1/22/10,Dinner,4PM - 9PM,984.84,176
5357,SEA/TCA WA CP-0024,1/22/10,Evening,9PM - Close,221.22,36
5357,SEA/TCA WA CP-0024,1/22/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/22/10,Lunch,11AM -  2PM,1852.76,333
5357,SEA/TCA WA CP-0024,1/22/10,Morning,Open - 11AM,1562.73,356
5357,SEA/TCA WA CP-0024,1/22/10,Regular Menu,10:30AM (11AM weekend) - Close,3760.32,688
5357,SEA/TCA WA CP-0024,1/22/10,Total Day,All hours,5171.2,1016
5357,SEA/TCA WA CP-0024,1/23/10,After 4PM,4PM - Close,1056.65,174
5357,SEA/TCA WA CP-0024,1/23/10,Afternoon,2PM - 4PM,405.47,73
5357,SEA/TCA WA CP-0024,1/23/10,Breakfast,Open - 10:30AM (11AM weekend),1354.97,252
5357,SEA/TCA WA CP-0024,1/23/10,Dinner,4PM - 9PM,864.26,145
5357,SEA/TCA WA CP-0024,1/23/10,Evening,9PM - Close,192.39,29
5357,SEA/TCA WA CP-0024,1/23/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/23/10,Lunch,11AM -  2PM,1141.68,181
5357,SEA/TCA WA CP-0024,1/23/10,Morning,Open - 11AM,1354.97,252
5357,SEA/TCA WA CP-0024,1/23/10,Regular Menu,10:30AM (11AM weekend) - Close,2603.8,428
5357,SEA/TCA WA CP-0024,1/23/10,Total Day,All hours,3958.77,680
5357,SEA/TCA WA CP-0024,1/24/10,After 4PM,4PM - Close,727.01,113
5357,SEA/TCA WA CP-0024,1/24/10,Afternoon,2PM - 4PM,379.47,62
5357,SEA/TCA WA CP-0024,1/24/10,Breakfast,Open - 10:30AM (11AM weekend),843.22,145
5357,SEA/TCA WA CP-0024,1/24/10,Dinner,4PM - 9PM,668.34,103
5357,SEA/TCA WA CP-0024,1/24/10,Evening,9PM - Close,58.67,10
5357,SEA/TCA WA CP-0024,1/24/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/24/10,Lunch,11AM -  2PM,668.54,118
5357,SEA/TCA WA CP-0024,1/24/10,Morning,Open - 11AM,843.22,145
5357,SEA/TCA WA CP-0024,1/24/10,Regular Menu,10:30AM (11AM weekend) - Close,1775.02,293
5357,SEA/TCA WA CP-0024,1/24/10,Total Day,All hours,2618.24,438
5357,SEA/TCA WA CP-0024,1/25/10,After 4PM,4PM - Close,965.95,190
5357,SEA/TCA WA CP-0024,1/25/10,Afternoon,2PM - 4PM,535.63,105
5357,SEA/TCA WA CP-0024,1/25/10,Breakfast,Open - 10:30AM (11AM weekend),1155.81,296
5357,SEA/TCA WA CP-0024,1/25/10,Dinner,4PM - 9PM,844.6,165
5357,SEA/TCA WA CP-0024,1/25/10,Evening,9PM - Close,121.35,25
5357,SEA/TCA WA CP-0024,1/25/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/25/10,Lunch,11AM -  2PM,1591.17,294
5357,SEA/TCA WA CP-0024,1/25/10,Morning,Open - 11AM,1355.32,335
5357,SEA/TCA WA CP-0024,1/25/10,Regular Menu,10:30AM (11AM weekend) - Close,3292.26,628
5357,SEA/TCA WA CP-0024,1/25/10,Total Day,All hours,4448.07,924
5357,SEA/TCA WA CP-0024,1/26/10,After 4PM,4PM - Close,988.9,203
5357,SEA/TCA WA CP-0024,1/26/10,Afternoon,2PM - 4PM,700.15,135
5357,SEA/TCA WA CP-0024,1/26/10,Breakfast,Open - 10:30AM (11AM weekend),1246.46,295
5357,SEA/TCA WA CP-0024,1/26/10,Dinner,4PM - 9PM,851.91,169
5357,SEA/TCA WA CP-0024,1/26/10,Evening,9PM - Close,136.99,34
5357,SEA/TCA WA CP-0024,1/26/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/26/10,Lunch,11AM -  2PM,1815.38,335
5357,SEA/TCA WA CP-0024,1/26/10,Morning,Open - 11AM,1417.01,330
5357,SEA/TCA WA CP-0024,1/26/10,Regular Menu,10:30AM (11AM weekend) - Close,3674.98,708
5357,SEA/TCA WA CP-0024,1/26/10,Total Day,All hours,4921.44,1003
5357,SEA/TCA WA CP-0024,1/27/10,After 4PM,4PM - Close,1357.71,232
5357,SEA/TCA WA CP-0024,1/27/10,Afternoon,2PM - 4PM,464.04,97
5357,SEA/TCA WA CP-0024,1/27/10,Breakfast,Open - 10:30AM (11AM weekend),1356.3,302
5357,SEA/TCA WA CP-0024,1/27/10,Dinner,4PM - 9PM,1163.33,193
5357,SEA/TCA WA CP-0024,1/27/10,Evening,9PM - Close,194.38,39
5357,SEA/TCA WA CP-0024,1/27/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/27/10,Lunch,11AM -  2PM,1788.7,321
5357,SEA/TCA WA CP-0024,1/27/10,Morning,Open - 11AM,1504.6,334
5357,SEA/TCA WA CP-0024,1/27/10,Regular Menu,10:30AM (11AM weekend) - Close,3758.75,682
5357,SEA/TCA WA CP-0024,1/27/10,Total Day,All hours,5115.05,984
5357,SEA/TCA WA CP-0024,1/28/10,After 4PM,4PM - Close,1047.3,195
5357,SEA/TCA WA CP-0024,1/28/10,Afternoon,2PM - 4PM,462.71,96
5357,SEA/TCA WA CP-0024,1/28/10,Breakfast,Open - 10:30AM (11AM weekend),1555.83,341
5357,SEA/TCA WA CP-0024,1/28/10,Dinner,4PM - 9PM,862.68,158
5357,SEA/TCA WA CP-0024,1/28/10,Evening,9PM - Close,184.62,37
5357,SEA/TCA WA CP-0024,1/28/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/28/10,Lunch,11AM -  2PM,1910.32,353
5357,SEA/TCA WA CP-0024,1/28/10,Morning,Open - 11AM,1722.82,369
5357,SEA/TCA WA CP-0024,1/28/10,Regular Menu,10:30AM (11AM weekend) - Close,3587.32,672
5357,SEA/TCA WA CP-0024,1/28/10,Total Day,All hours,5143.15,1013
5357,SEA/TCA WA CP-0024,1/29/10,After 4PM,4PM - Close,1149.56,199
5357,SEA/TCA WA CP-0024,1/29/10,Afternoon,2PM - 4PM,540.43,104
5357,SEA/TCA WA CP-0024,1/29/10,Breakfast,Open - 10:30AM (11AM weekend),1735.92,350
5357,SEA/TCA WA CP-0024,1/29/10,Dinner,4PM - 9PM,927.9,159
5357,SEA/TCA WA CP-0024,1/29/10,Evening,9PM - Close,221.66,40
5357,SEA/TCA WA CP-0024,1/29/10,Late Night,11PM - 5AM,11.36,2
5357,SEA/TCA WA CP-0024,1/29/10,Lunch,11AM -  2PM,1828.34,306
5357,SEA/TCA WA CP-0024,1/29/10,Morning,Open - 11AM,1873.83,381
5357,SEA/TCA WA CP-0024,1/29/10,Regular Menu,10:30AM (11AM weekend) - Close,3656.24,640
5357,SEA/TCA WA CP-0024,1/29/10,Total Day,All hours,5392.16,990
5357,SEA/TCA WA CP-0024,1/30/10,After 4PM,4PM - Close,838.73,137
5357,SEA/TCA WA CP-0024,1/30/10,Afternoon,2PM - 4PM,533,87
5357,SEA/TCA WA CP-0024,1/30/10,Breakfast,Open - 10:30AM (11AM weekend),1223.81,229
5357,SEA/TCA WA CP-0024,1/30/10,Dinner,4PM - 9PM,689.61,113
5357,SEA/TCA WA CP-0024,1/30/10,Evening,9PM - Close,149.12,24
5357,SEA/TCA WA CP-0024,1/30/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/30/10,Lunch,11AM -  2PM,1036.65,173
5357,SEA/TCA WA CP-0024,1/30/10,Morning,Open - 11AM,1223.81,229
5357,SEA/TCA WA CP-0024,1/30/10,Regular Menu,10:30AM (11AM weekend) - Close,2408.38,397
5357,SEA/TCA WA CP-0024,1/30/10,Total Day,All hours,3632.19,626
5357,SEA/TCA WA CP-0024,1/31/10,After 4PM,4PM - Close,768.21,127
5357,SEA/TCA WA CP-0024,1/31/10,Afternoon,2PM - 4PM,420.87,65
5357,SEA/TCA WA CP-0024,1/31/10,Breakfast,Open - 10:30AM (11AM weekend),564.21,116
5357,SEA/TCA WA CP-0024,1/31/10,Dinner,4PM - 9PM,631.3,104
5357,SEA/TCA WA CP-0024,1/31/10,Evening,9PM - Close,136.91,23
5357,SEA/TCA WA CP-0024,1/31/10,Late Night,11PM - 5AM,0,0
5357,SEA/TCA WA CP-0024,1/31/10,Lunch,11AM -  2PM,767.77,130
5357,SEA/TCA WA CP-0024,1/31/10,Morning,Open - 11AM,564.21,116
5357,SEA/TCA WA CP-0024,1/31/10,Regular Menu,10:30AM (11AM weekend) - Close,1956.85,322
5357,SEA/TCA WA CP-0024,1/31/10,Total Day,All hours,2521.06,438
5357,SEA/TCA WA CP-0024,2/1/10,After 4PM,4PM - Close,1117.44,205
5357,SEA/TCA WA CP-0024,2/1/10,Afternoon,2PM - 4PM,490.63,95
5357,SEA/TCA WA CP-0024,2/1/10,Breakfast,Open - 10:30AM (11AM weekend),1230.74,299
5357,SEA/TCA WA CP-0024,2/1/10,Dinner,4PM - 9PM,1021.53,186
