,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
2665,2013-04-19,Friday,45,34,102,47,99,promotion
2666,2013-04-20,Saturday,39,54,79,46,78,promotion
2667,2013-04-21,Sunday,44,30,93,70,57,promotion
2668,2013-04-22,Monday,44,30,86,9,77,promotion
2669,2013-04-23,Tuesday,23,21,54,47,54,none
2670,2013-04-24,Wednesday,29,54,98,49,38,promotion
2671,2013-04-25,Thursday,47,57,23,65,98,promotion
2672,2013-04-26,Friday,44,56,45,67,93,promotion
2673,2013-04-27,Saturday,7,17,21,62,77,none
2674,2013-04-28,Sunday,14,32,8,10,56,none
2675,2013-04-29,Monday,14,39,29,12,34,none
2676,2013-04-30,Tuesday,18,2,75,64,50,promotion
2677,2013-05-01,Wednesday,41,2,75,32,98,promotion
2678,2013-05-02,Thursday,31,46,82,23,93,promotion
2679,2013-05-03,Friday,5,31,13,34,3,none
2680,2013-05-04,Saturday,19,42,98,64,31,promotion
2681,2013-05-05,Sunday,49,53,31,48,48,promotion
2682,2013-05-06,Monday,3,38,47,74,5,none
2683,2013-05-07,Tuesday,28,43,86,74,88,promotion
2684,2013-05-08,Wednesday,9,2,115,20,15,none
2685,2013-05-09,Thursday,44,6,79,58,37,promotion
2686,2013-05-10,Friday,16,15,39,56,69,none
2687,2013-05-11,Saturday,24,10,66,53,83,promotion
2688,2013-05-12,Sunday,48,22,62,71,84,promotion
2689,2013-05-13,Monday,31,4,119,52,52,promotion
2690,2013-05-14,Tuesday,14,31,68,36,82,promotion
2691,2013-05-15,Wednesday,29,24,39,34,25,none
2692,2013-05-16,Thursday,47,18,32,6,55,none
2693,2013-05-17,Friday,15,11,92,61,2,none
2694,2013-05-18,Saturday,47,48,60,14,63,promotion
2695,2013-05-19,Sunday,46,56,23,12,54,none
2696,2013-05-20,Monday,34,49,17,44,33,none
2697,2013-05-21,Tuesday,5,7,117,70,67,promotion
2698,2013-05-22,Wednesday,11,7,118,67,38,promotion
2699,2013-05-23,Thursday,19,22,42,63,74,promotion
2700,2013-05-24,Friday,37,36,79,17,16,none
2701,2013-05-25,Saturday,9,44,114,1,6,none
2702,2013-05-26,Sunday,10,28,98,14,7,none
2703,2013-05-27,Monday,47,17,36,49,29,none
2704,2013-05-28,Tuesday,14,39,77,23,36,none
2705,2013-05-29,Wednesday,13,37,115,34,37,promotion
2706,2013-05-30,Thursday,30,8,33,1,62,none
2707,2013-05-31,Friday,15,15,70,74,73,promotion
2708,2013-06-01,Saturday,41,38,38,26,56,none
2709,2013-06-02,Sunday,14,5,18,58,51,none
2710,2013-06-03,Monday,10,32,73,59,66,promotion
2711,2013-06-04,Tuesday,47,9,54,67,71,promotion
2712,2013-06-05,Wednesday,13,36,84,15,80,promotion
2713,2013-06-06,Thursday,38,8,58,59,64,promotion
2714,2013-06-07,Friday,30,24,9,29,8,none
2715,2013-06-08,Saturday,46,59,14,67,54,promotion
2716,2013-06-09,Sunday,12,57,54,23,10,none
2717,2013-06-10,Monday,45,4,9,73,81,promotion
2718,2013-06-11,Tuesday,42,44,99,36,83,promotion
2719,2013-06-12,Wednesday,25,18,46,28,12,none
2720,2013-06-13,Thursday,9,41,70,58,86,promotion
2721,2013-06-14,Friday,16,54,18,8,97,none
2722,2013-06-15,Saturday,33,28,19,30,18,none
2723,2013-06-16,Sunday,45,37,66,11,10,none
2724,2013-06-17,Monday,17,37,7,72,18,none
2725,2013-06-18,Tuesday,45,18,91,8,9,none
2726,2013-06-19,Wednesday,12,34,12,66,44,none
2727,2013-06-20,Thursday,16,41,42,26,28,none
2728,2013-06-21,Friday,26,46,77,14,82,promotion
2729,2013-06-22,Saturday,22,41,99,65,42,promotion
2730,2013-06-23,Sunday,23,20,9,42,66,none
2731,2013-06-24,Monday,18,32,94,45,93,promotion
2732,2013-06-25,Tuesday,29,51,91,20,87,promotion
2733,2013-06-26,Wednesday,28,23,63,68,21,promotion
2734,2013-06-27,Thursday,45,4,20,40,42,none
2735,2013-06-28,Friday,9,45,8,66,18,none
2736,2013-06-29,Saturday,28,1,61,60,10,none
2737,2013-06-30,Sunday,29,33,82,6,32,none
2738,2013-07-01,Monday,40,6,80,67,33,promotion
2739,2013-07-02,Tuesday,44,41,71,64,32,promotion
2740,2013-07-03,Wednesday,40,8,98,70,12,promotion
2741,2013-07-04,Thursday,36,6,35,5,32,none
2742,2013-07-05,Friday,31,16,41,46,16,none
2743,2013-07-06,Saturday,42,46,2,33,57,none
2744,2013-07-07,Sunday,10,25,79,53,84,promotion
2745,2013-07-08,Monday,44,43,25,49,30,none
2746,2013-07-09,Tuesday,18,12,100,69,20,promotion
2747,2013-07-10,Wednesday,17,1,70,22,26,none
2748,2013-07-11,Thursday,1,59,92,32,44,promotion
2749,2013-07-12,Friday,27,34,64,62,86,promotion
2750,2013-07-13,Saturday,8,35,30,31,91,none
2751,2013-07-14,Sunday,19,33,110,55,65,promotion
2752,2013-07-15,Monday,12,47,65,12,82,promotion
2753,2013-07-16,Tuesday,13,57,72,19,1,none
2754,2013-07-17,Wednesday,14,3,59,68,74,promotion
2755,2013-07-18,Thursday,9,57,48,30,42,none
2756,2013-07-19,Friday,41,32,67,34,15,none
2757,2013-07-20,Saturday,19,17,43,46,44,none
2758,2013-07-21,Sunday,18,7,85,43,73,promotion
2759,2013-07-22,Monday,43,11,95,57,45,promotion
2760,2013-07-23,Tuesday,45,23,4,36,76,none
2761,2013-07-24,Wednesday,35,55,103,46,46,promotion
2762,2013-07-25,Thursday,12,15,80,48,84,promotion
2763,2013-07-26,Friday,24,36,84,3,22,none
2764,2013-07-27,Saturday,7,53,78,4,13,none
2765,2013-07-28,Sunday,15,4,34,59,3,none
2766,2013-07-29,Monday,47,43,105,4,3,promotion
2767,2013-07-30,Tuesday,44,49,29,39,5,none
2768,2013-07-31,Wednesday,2,52,62,17,74,promotion
2769,2013-08-01,Thursday,15,39,23,14,45,none
2770,2013-08-02,Friday,38,43,69,12,21,none
2771,2013-08-03,Saturday,7,59,87,21,85,promotion
2772,2013-08-04,Sunday,48,23,2,67,64,promotion
2773,2013-08-05,Monday,45,46,49,29,61,promotion
2774,2013-08-06,Tuesday,10,46,111,74,47,promotion
2775,2013-08-07,Wednesday,4,55,35,5,86,none
2776,2013-08-08,Thursday,10,38,66,56,35,promotion
2777,2013-08-09,Friday,35,58,83,45,56,promotion
2778,2013-08-10,Saturday,31,17,99,13,89,promotion
2779,2013-08-11,Sunday,2,34,48,67,39,none
2780,2013-08-12,Monday,39,21,118,41,49,promotion
2781,2013-08-13,Tuesday,15,40,102,64,33,promotion
2782,2013-08-14,Wednesday,17,35,19,60,39,none
2783,2013-08-15,Thursday,31,43,35,18,21,none
2784,2013-08-16,Friday,14,55,118,73,20,promotion
2785,2013-08-17,Saturday,23,33,52,31,15,none
2786,2013-08-18,Sunday,47,34,38,73,66,promotion
2787,2013-08-19,Monday,36,50,70,15,27,none
2788,2013-08-20,Tuesday,24,49,50,26,10,none
2789,2013-08-21,Wednesday,38,50,70,14,77,promotion
2790,2013-08-22,Thursday,30,32,69,42,57,promotion
2791,2013-08-23,Friday,46,22,49,23,29,none
2792,2013-08-24,Saturday,43,1,44,69,45,promotion
2793,2013-08-25,Sunday,27,23,2,1,5,none
2794,2013-08-26,Monday,19,18,11,23,90,none
2795,2013-08-27,Tuesday,23,1,20,37,33,none
2796,2013-08-28,Wednesday,7,38,73,12,65,none
2797,2013-08-29,Thursday,11,46,27,53,3,none
2798,2013-08-30,Friday,44,55,50,5,55,promotion
2799,2013-08-31,Saturday,2,48,108,72,50,promotion
2800,2013-09-01,Sunday,10,9,99,67,78,promotion
2801,2013-09-02,Monday,27,55,68,16,35,promotion
2802,2013-09-03,Tuesday,49,49,11,25,48,none
2803,2013-09-04,Wednesday,16,42,3,3,83,none
2804,2013-09-05,Thursday,18,34,19,36,37,none
2805,2013-09-06,Friday,20,56,32,15,17,none
2806,2013-09-07,Saturday,20,22,36,50,57,none
2807,2013-09-08,Sunday,2,38,93,54,54,promotion
2808,2013-09-09,Monday,28,33,49,49,36,none
2809,2013-09-10,Tuesday,37,17,46,72,49,promotion
2810,2013-09-11,Wednesday,36,18,103,62,42,promotion
2811,2013-09-12,Thursday,10,27,6,32,24,none
2812,2013-09-13,Friday,42,6,70,18,98,promotion
2813,2013-09-14,Saturday,14,44,60,60,63,promotion
2814,2013-09-15,Sunday,7,23,95,17,67,promotion
2815,2013-09-16,Monday,25,5,114,45,87,promotion
2816,2013-09-17,Tuesday,11,57,39,22,95,promotion
2817,2013-09-18,Wednesday,44,10,110,56,94,promotion
2818,2013-09-19,Thursday,38,22,96,65,9,promotion
2819,2013-09-20,Friday,6,44,73,71,83,promotion
2820,2013-09-21,Saturday,41,22,49,59,99,promotion
2821,2013-09-22,Sunday,16,57,71,49,17,promotion
2822,2013-09-23,Monday,15,26,79,52,57,promotion
2823,2013-09-24,Tuesday,22,16,3,52,98,none
2824,2013-09-25,Wednesday,1,34,22,62,23,none
2825,2013-09-26,Thursday,36,51,66,8,32,none
2826,2013-09-27,Friday,34,25,20,70,52,promotion
2827,2013-09-28,Saturday,15,6,91,2,92,promotion
2828,2013-09-29,Sunday,7,7,24,1,5,none
2829,2013-09-30,Monday,25,56,110,70,67,promotion
2830,2013-10-01,Tuesday,4,14,72,12,90,none
2831,2013-10-02,Wednesday,5,28,26,72,27,none
2832,2013-10-03,Thursday,38,13,26,67,86,promotion
2833,2013-10-04,Friday,41,3,9,52,25,none
2834,2013-10-05,Saturday,32,21,58,64,70,promotion
2835,2013-10-06,Sunday,28,55,77,48,1,promotion
2836,2013-10-07,Monday,42,1,90,56,59,promotion
2837,2013-10-08,Tuesday,4,20,96,52,62,promotion
2838,2013-10-09,Wednesday,35,36,7,34,3,none
2839,2013-10-10,Thursday,42,23,117,53,21,promotion
2840,2013-10-11,Friday,14,20,99,23,89,promotion
2841,2013-10-12,Saturday,18,58,40,15,14,none
2842,2013-10-13,Sunday,43,2,76,5,41,none
2843,2013-10-14,Monday,41,31,28,39,75,promotion
2844,2013-10-15,Tuesday,46,56,45,46,95,promotion
2845,2013-10-16,Wednesday,11,46,113,72,84,promotion
2846,2013-10-17,Thursday,39,36,56,69,75,promotion
2847,2013-10-18,Friday,43,13,116,43,20,promotion
2848,2013-10-19,Saturday,4,52,26,30,55,none
2849,2013-10-20,Sunday,28,52,36,60,60,promotion
2850,2013-10-21,Monday,16,26,48,10,64,none
2851,2013-10-22,Tuesday,35,50,115,53,28,promotion
2852,2013-10-23,Wednesday,37,18,26,54,35,none
2853,2013-10-24,Thursday,43,17,112,7,34,promotion
2854,2013-10-25,Friday,40,16,43,23,13,none
2855,2013-10-26,Saturday,45,55,56,17,91,promotion
2856,2013-10-27,Sunday,21,26,54,16,36,none
2857,2013-10-28,Monday,26,16,60,39,78,promotion
2858,2013-10-29,Tuesday,12,58,41,10,35,none
2859,2013-10-30,Wednesday,45,41,50,29,49,promotion
2860,2013-10-31,Thursday,18,28,78,53,98,promotion
2861,2013-11-01,Friday,6,11,91,14,73,none
2862,2013-11-02,Saturday,20,9,29,72,57,none
2863,2013-11-03,Sunday,8,50,67,56,27,promotion
2864,2013-11-04,Monday,5,25,69,55,29,none
2865,2013-11-05,Tuesday,32,21,77,44,29,promotion
2866,2013-11-06,Wednesday,30,45,81,59,52,promotion
2867,2013-11-07,Thursday,43,16,45,55,81,promotion
2868,2013-11-08,Friday,28,31,80,66,74,promotion
2869,2013-11-09,Saturday,33,52,98,51,41,promotion
2870,2013-11-10,Sunday,44,26,100,49,69,promotion
2871,2013-11-11,Monday,42,37,79,45,6,promotion
2872,2013-11-12,Tuesday,19,57,19,30,70,none
2873,2013-11-13,Wednesday,30,10,22,35,20,none
2874,2013-11-14,Thursday,14,47,34,17,67,none
2875,2013-11-15,Friday,45,32,29,1,99,promotion
2876,2013-11-16,Saturday,10,36,10,4,33,none
2877,2013-11-17,Sunday,9,10,18,52,84,none
2878,2013-11-18,Monday,26,10,9,12,55,none
2879,2013-11-19,Tuesday,34,17,111,70,38,promotion
2880,2013-11-20,Wednesday,18,40,85,36,49,promotion
2881,2013-11-21,Thursday,48,14,26,70,69,promotion
2882,2013-11-22,Friday,17,34,40,41,5,none
2883,2013-11-23,Saturday,8,49,88,51,51,promotion
2884,2013-11-24,Sunday,31,41,6,64,74,promotion
2885,2013-11-25,Monday,17,34,57,26,72,promotion
2886,2013-11-26,Tuesday,23,48,71,38,1,none
2887,2013-11-27,Wednesday,38,54,34,28,67,promotion
2888,2013-11-28,Thursday,10,44,43,70,4,none
2889,2013-11-29,Friday,47,46,99,60,73,promotion
2890,2013-11-30,Saturday,13,20,114,16,7,none
2891,2013-12-01,Sunday,25,59,103,11,31,promotion
2892,2013-12-02,Monday,23,13,29,13,85,none
2893,2013-12-03,Tuesday,15,10,11,46,43,none
2894,2013-12-04,Wednesday,46,42,42,1,51,none
2895,2013-12-05,Thursday,34,17,110,5,91,promotion
2896,2013-12-06,Friday,5,36,101,1,43,none
2897,2013-12-07,Saturday,6,6,93,51,38,none
2898,2013-12-08,Sunday,13,38,7,54,39,none
2899,2013-12-09,Monday,42,34,52,73,80,promotion
2900,2013-12-10,Tuesday,13,36,14,33,3,none
2901,2013-12-11,Wednesday,1,6,15,32,58,none
2902,2013-12-12,Thursday,6,27,70,16,22,none
2903,2013-12-13,Friday,23,30,49,40,45,none
2904,2013-12-14,Saturday,42,50,83,51,49,promotion
2905,2013-12-15,Sunday,34,33,35,14,13,none
2906,2013-12-16,Monday,2,47,45,17,16,none
2907,2013-12-17,Tuesday,11,13,27,8,12,none
2908,2013-12-18,Wednesday,7,36,50,20,22,none
2909,2013-12-19,Thursday,17,44,4,39,2,none
2910,2013-12-20,Friday,8,46,34,63,78,promotion
2911,2013-12-21,Saturday,28,5,95,52,18,none
2912,2013-12-22,Sunday,39,43,34,6,38,none
2913,2013-12-23,Monday,44,6,91,69,38,promotion
2914,2013-12-24,Tuesday,21,42,51,31,90,promotion
2915,2013-12-25,Wednesday,42,26,39,32,77,promotion
2916,2013-12-26,Thursday,19,26,59,7,14,none
2917,2013-12-27,Friday,43,55,106,5,56,promotion
2918,2013-12-28,Saturday,7,54,78,66,98,promotion
2919,2013-12-29,Sunday,39,4,24,74,4,none
2920,2013-12-30,Monday,35,45,74,69,49,promotion
2921,2013-12-31,Tuesday,11,28,100,69,49,promotion
2922,2014-01-01,Wednesday,40,26,61,1,37,none
2923,2014-01-02,Thursday,41,45,46,23,38,none
2924,2014-01-03,Friday,41,50,46,13,35,none
2925,2014-01-04,Saturday,28,42,18,19,38,none
2926,2014-01-05,Sunday,31,19,75,15,11,none
2927,2014-01-06,Monday,37,11,90,46,35,promotion
2928,2014-01-07,Tuesday,35,27,113,39,94,promotion
2929,2014-01-08,Wednesday,26,21,71,10,98,promotion
2930,2014-01-09,Thursday,28,33,111,42,29,promotion
2931,2014-01-10,Friday,32,13,1,49,47,none
2932,2014-01-11,Saturday,49,18,108,68,30,promotion
2933,2014-01-12,Sunday,44,30,48,14,55,none
2934,2014-01-13,Monday,4,10,98,56,95,promotion
2935,2014-01-14,Tuesday,1,6,89,8,39,none
2936,2014-01-15,Wednesday,38,3,102,58,65,promotion
2937,2014-01-16,Thursday,40,2,96,26,94,promotion
2938,2014-01-17,Friday,13,57,112,58,65,promotion
2939,2014-01-18,Saturday,21,36,41,16,80,none
2940,2014-01-19,Sunday,12,20,102,1,65,none
2941,2014-01-20,Monday,13,40,49,37,16,none
2942,2014-01-21,Tuesday,28,21,68,68,7,none
2943,2014-01-22,Wednesday,48,38,113,36,7,promotion
2944,2014-01-23,Thursday,22,55,40,6,9,none
2945,2014-01-24,Friday,45,12,69,31,33,none
2946,2014-01-25,Saturday,13,19,40,68,47,none
2947,2014-01-26,Sunday,48,56,7,51,39,promotion
2948,2014-01-27,Monday,18,35,51,58,35,none
2949,2014-01-28,Tuesday,40,55,101,50,1,promotion
2950,2014-01-29,Wednesday,32,26,48,44,49,none
2951,2014-01-30,Thursday,48,19,90,56,21,promotion
2952,2014-01-31,Friday,30,43,12,65,78,promotion
2953,2014-02-01,Saturday,2,44,8,20,52,none
2954,2014-02-02,Sunday,38,46,30,28,56,none
2955,2014-02-03,Monday,1,49,56,59,88,promotion
2956,2014-02-04,Tuesday,24,10,47,41,13,none
2957,2014-02-05,Wednesday,14,53,14,14,27,none
2958,2014-02-06,Thursday,9,28,68,21,31,none
2959,2014-02-07,Friday,21,24,104,24,30,promotion
2960,2014-02-08,Saturday,19,2,20,18,48,none
2961,2014-02-09,Sunday,17,55,18,34,88,promotion
2962,2014-02-10,Monday,14,20,41,19,80,none
2963,2014-02-11,Tuesday,9,59,10,37,46,none
2964,2014-02-12,Wednesday,7,7,73,59,8,none
2965,2014-02-13,Thursday,28,29,81,3,57,none
2966,2014-02-14,Friday,38,29,77,36,21,promotion
2967,2014-02-15,Saturday,36,30,89,37,4,none
2968,2014-02-16,Sunday,41,32,74,56,96,promotion
2969,2014-02-17,Monday,27,17,105,20,59,promotion
2970,2014-02-18,Tuesday,31,50,6,9,1,none
2971,2014-02-19,Wednesday,13,38,64,24,37,none
2972,2014-02-20,Thursday,46,48,116,44,8,promotion
2973,2014-02-21,Friday,17,40,37,3,28,none
2974,2014-02-22,Saturday,24,37,47,8,19,none
2975,2014-02-23,Sunday,43,44,89,21,92,promotion
2976,2014-02-24,Monday,9,32,20,8,47,none
2977,2014-02-25,Tuesday,17,2,64,57,35,none
2978,2014-02-26,Wednesday,19,59,84,49,83,promotion
2979,2014-02-27,Thursday,11,25,58,11,1,none
2980,2014-02-28,Friday,16,35,8,55,94,promotion
2981,2014-03-01,Saturday,39,37,100,65,94,promotion
2982,2014-03-02,Sunday,25,43,40,68,29,promotion
2983,2014-03-03,Monday,37,12,68,40,16,none
2984,2014-03-04,Tuesday,48,28,81,32,44,promotion
2985,2014-03-05,Wednesday,1,50,102,65,67,promotion
2986,2014-03-06,Thursday,4,32,11,63,50,none
2987,2014-03-07,Friday,27,41,81,44,72,promotion
2988,2014-03-08,Saturday,21,1,91,48,7,none
2989,2014-03-09,Sunday,48,4,39,38,69,none
2990,2014-03-10,Monday,48,3,76,21,26,none
2991,2014-03-11,Tuesday,34,3,83,43,47,promotion
2992,2014-03-12,Wednesday,25,46,100,58,81,promotion
2993,2014-03-13,Thursday,19,18,89,42,76,promotion
2994,2014-03-14,Friday,41,13,50,8,69,none
2995,2014-03-15,Saturday,10,53,115,70,31,promotion
2996,2014-03-16,Sunday,9,40,85,7,25,none
2997,2014-03-17,Monday,8,42,80,43,7,none
2998,2014-03-18,Tuesday,29,24,10,37,55,none
2999,2014-03-19,Wednesday,48,7,7,69,56,none
3000,2014-03-20,Thursday,42,23,3,44,97,promotion
3001,2014-03-21,Friday,20,52,88,49,88,promotion
3002,2014-03-22,Saturday,23,57,62,5,84,promotion
3003,2014-03-23,Sunday,4,15,52,38,39,none
3004,2014-03-24,Monday,15,46,72,70,39,promotion
3005,2014-03-25,Tuesday,3,1,68,73,59,promotion
3006,2014-03-26,Wednesday,24,21,116,58,69,promotion
3007,2014-03-27,Thursday,44,37,84,12,77,promotion
3008,2014-03-28,Friday,25,33,110,37,82,promotion
3009,2014-03-29,Saturday,21,37,40,74,63,promotion
3010,2014-03-30,Sunday,36,19,15,48,9,none
3011,2014-03-31,Monday,47,51,6,53,34,none
3012,2014-04-01,Tuesday,33,36,20,40,74,promotion
3013,2014-04-02,Wednesday,35,26,111,65,40,promotion
3014,2014-04-03,Thursday,43,31,105,70,37,promotion
3015,2014-04-04,Friday,29,32,67,19,83,promotion
3016,2014-04-05,Saturday,38,16,114,55,1,promotion
3017,2014-04-06,Sunday,37,25,43,10,17,none
3018,2014-04-07,Monday,19,23,107,23,72,promotion
3019,2014-04-08,Tuesday,43,3,78,42,51,promotion
3020,2014-04-09,Wednesday,36,24,25,18,56,none
3021,2014-04-10,Thursday,40,34,33,17,50,none
3022,2014-04-11,Friday,36,54,103,44,51,promotion
3023,2014-04-12,Saturday,2,43,70,51,83,promotion
3024,2014-04-13,Sunday,30,53,44,56,5,none
3025,2014-04-14,Monday,21,9,56,34,26,none
3026,2014-04-15,Tuesday,38,42,28,50,11,none
3027,2014-04-16,Wednesday,36,48,107,25,97,promotion
3028,2014-04-17,Thursday,47,46,1,32,46,none
3029,2014-04-18,Friday,35,57,18,37,86,promotion
3030,2014-04-19,Saturday,28,16,105,21,99,promotion
3031,2014-04-20,Sunday,15,20,103,53,53,promotion
3032,2014-04-21,Monday,43,15,80,64,15,promotion
3033,2014-04-22,Tuesday,31,39,27,53,31,none
3034,2014-04-23,Wednesday,28,38,79,59,75,promotion
3035,2014-04-24,Thursday,5,36,25,7,72,none
3036,2014-04-25,Friday,5,12,67,44,81,promotion
3037,2014-04-26,Saturday,7,39,90,32,28,none
3038,2014-04-27,Sunday,42,29,9,3,53,none
3039,2014-04-28,Monday,42,36,55,25,33,none
3040,2014-04-29,Tuesday,4,43,63,44,40,none
3041,2014-04-30,Wednesday,40,32,77,63,57,promotion
3042,2014-05-01,Thursday,45,46,92,66,24,promotion
3043,2014-05-02,Friday,37,18,17,30,62,none
3044,2014-05-03,Saturday,28,42,115,31,71,promotion
3045,2014-05-04,Sunday,14,15,20,27,13,none
3046,2014-05-05,Monday,45,41,107,6,5,promotion
3047,2014-05-06,Tuesday,1,51,55,57,19,none
3048,2014-05-07,Wednesday,11,36,57,74,79,promotion
3049,2014-05-08,Thursday,30,38,113,9,21,promotion
3050,2014-05-09,Friday,15,32,105,58,57,promotion
3051,2014-05-10,Saturday,1,56,63,49,36,promotion
3052,2014-05-11,Sunday,1,35,10,41,71,none
3053,2014-05-12,Monday,33,47,13,14,30,none
3054,2014-05-13,Tuesday,12,32,54,67,11,none
3055,2014-05-14,Wednesday,30,20,79,45,91,promotion
3056,2014-05-15,Thursday,6,20,64,54,3,none
3057,2014-05-16,Friday,6,58,82,18,87,promotion
3058,2014-05-17,Saturday,31,38,113,70,18,promotion
3059,2014-05-18,Sunday,19,24,5,62,47,none
3060,2014-05-19,Monday,43,13,24,58,98,promotion
3061,2014-05-20,Tuesday,17,47,115,47,29,promotion
3062,2014-05-21,Wednesday,18,17,104,20,51,promotion
3063,2014-05-22,Thursday,12,34,59,5,67,none
3064,2014-05-23,Friday,10,56,34,1,42,none
3065,2014-05-24,Saturday,10,31,6,65,73,none
3066,2014-05-25,Sunday,27,28,92,10,19,none
3067,2014-05-26,Monday,13,57,14,12,13,none
3068,2014-05-27,Tuesday,1,39,61,61,82,promotion
3069,2014-05-28,Wednesday,40,4,86,66,54,promotion
3070,2014-05-29,Thursday,29,23,45,12,29,none
3071,2014-05-30,Friday,14,2,36,6,19,none
3072,2014-05-31,Saturday,24,15,79,14,80,promotion
3073,2014-06-01,Sunday,49,28,19,4,61,none
3074,2014-06-02,Monday,28,1,46,5,1,none
3075,2014-06-03,Tuesday,44,44,57,37,45,promotion
3076,2014-06-04,Wednesday,26,10,56,66,5,none
3077,2014-06-05,Thursday,21,36,80,34,78,promotion
3078,2014-06-06,Friday,48,15,62,57,47,promotion
3079,2014-06-07,Saturday,13,33,107,44,76,promotion
3080,2014-06-08,Sunday,25,59,48,22,28,none
3081,2014-06-09,Monday,6,27,63,41,60,none
3082,2014-06-10,Tuesday,35,13,17,23,8,none
3083,2014-06-11,Wednesday,13,53,107,56,54,promotion
3084,2014-06-12,Thursday,44,58,37,16,25,none
3085,2014-06-13,Friday,16,46,93,67,12,promotion
3086,2014-06-14,Saturday,22,15,55,74,27,none
3087,2014-06-15,Sunday,37,20,65,55,64,promotion
3088,2014-06-16,Monday,45,30,107,50,16,promotion
3089,2014-06-17,Tuesday,13,52,95,57,77,promotion
3090,2014-06-18,Wednesday,49,55,41,26,79,promotion
3091,2014-06-19,Thursday,35,18,105,8,71,promotion
3092,2014-06-20,Friday,6,7,46,11,19,none
3093,2014-06-21,Saturday,21,48,11,39,16,none
3094,2014-06-22,Sunday,32,34,25,69,47,promotion
3095,2014-06-23,Monday,35,14,19,53,85,promotion
3096,2014-06-24,Tuesday,24,23,119,17,82,promotion
3097,2014-06-25,Wednesday,20,44,34,33,73,promotion
3098,2014-06-26,Thursday,22,1,42,72,93,promotion
3099,2014-06-27,Friday,48,58,7,32,15,none
3100,2014-06-28,Saturday,7,23,100,29,34,none
3101,2014-06-29,Sunday,5,47,58,59,54,promotion
3102,2014-06-30,Monday,10,15,110,46,96,promotion
3103,2014-07-01,Tuesday,25,37,67,8,12,none
3104,2014-07-02,Wednesday,48,57,119,55,54,promotion
3105,2014-07-03,Thursday,33,6,112,26,10,none
3106,2014-07-04,Friday,11,11,81,7,33,none
3107,2014-07-05,Saturday,27,4,31,31,86,none
3108,2014-07-06,Sunday,28,5,115,12,11,none
3109,2014-07-07,Monday,17,53,61,24,98,promotion
3110,2014-07-08,Tuesday,35,53,111,72,10,promotion
3111,2014-07-09,Wednesday,23,31,115,65,29,promotion
3112,2014-07-10,Thursday,29,6,64,7,3,none
3113,2014-07-11,Friday,29,12,82,68,14,promotion
3114,2014-07-12,Saturday,15,14,32,4,12,none
3115,2014-07-13,Sunday,38,13,60,38,79,promotion
3116,2014-07-14,Monday,26,8,22,72,90,promotion
3117,2014-07-15,Tuesday,6,57,97,73,1,promotion
3118,2014-07-16,Wednesday,3,6,62,45,89,promotion
3119,2014-07-17,Thursday,36,58,88,5,72,promotion
3120,2014-07-18,Friday,12,11,114,70,19,promotion
3121,2014-07-19,Saturday,14,31,62,12,52,none
3122,2014-07-20,Sunday,36,4,29,20,2,none
3123,2014-07-21,Monday,32,35,92,33,64,promotion
3124,2014-07-22,Tuesday,31,59,12,42,5,none
3125,2014-07-23,Wednesday,6,2,74,46,39,none
3126,2014-07-24,Thursday,30,44,4,71,38,none
3127,2014-07-25,Friday,28,17,81,66,83,promotion
3128,2014-07-26,Saturday,2,40,52,31,57,none
3129,2014-07-27,Sunday,41,18,74,48,10,none
3130,2014-07-28,Monday,27,53,20,66,82,promotion
3131,2014-07-29,Tuesday,29,47,68,34,85,promotion
3132,2014-07-30,Wednesday,40,53,33,66,14,promotion
3133,2014-07-31,Thursday,40,59,113,47,48,promotion
3134,2014-08-01,Friday,34,49,74,19,27,promotion
3135,2014-08-02,Saturday,42,8,107,58,58,promotion
3136,2014-08-03,Sunday,48,19,105,24,68,promotion
3137,2014-08-04,Monday,46,22,15,64,18,none
3138,2014-08-05,Tuesday,33,23,58,17,33,none
3139,2014-08-06,Wednesday,5,31,102,8,15,none
3140,2014-08-07,Thursday,1,5,48,35,76,none
3141,2014-08-08,Friday,12,32,60,35,42,none
3142,2014-08-09,Saturday,36,4,89,5,27,none
3143,2014-08-10,Sunday,5,50,21,62,57,none
3144,2014-08-11,Monday,27,49,98,41,84,promotion
3145,2014-08-12,Tuesday,16,10,85,21,4,none
3146,2014-08-13,Wednesday,29,10,89,74,19,promotion
3147,2014-08-14,Thursday,43,35,103,60,47,promotion
3148,2014-08-15,Friday,17,39,8,38,33,none
3149,2014-08-16,Saturday,7,56,77,36,57,promotion
3150,2014-08-17,Sunday,32,31,11,38,19,none
3151,2014-08-18,Monday,3,13,73,51,67,promotion
3152,2014-08-19,Tuesday,18,49,116,38,57,promotion
3153,2014-08-20,Wednesday,2,50,2,18,96,none
3154,2014-08-21,Thursday,33,9,93,51,69,promotion
3155,2014-08-22,Friday,34,56,115,49,69,promotion
3156,2014-08-23,Saturday,39,47,93,58,7,promotion
3157,2014-08-24,Sunday,5,25,39,54,71,none
3158,2014-08-25,Monday,31,37,81,36,2,none
3159,2014-08-26,Tuesday,5,56,29,50,78,promotion
3160,2014-08-27,Wednesday,16,10,111,15,3,none
3161,2014-08-28,Thursday,22,7,70,41,54,none
3162,2014-08-29,Friday,39,9,34,6,81,none
